id,symbol,name,class
avax-has-no-chill,nochill,AVAX HAS NO CHILL,3
cumrocket,cummies,CumRocket,3
banano,ban,Banano,3
independence-token,rfkj,Independence Token,3
wolfwifballz,ballz,WolfWifBallz,3
analos,analos,analoS,3
lube,lube,LUBE,3
tech,tech,NumberGoUpTech,3
dogegf,dogegf,DogeGF,3
spx6900,spx,SPX6900,3
pikaboss,pika,Pikaboss,3
shiba-saga,shia,Shiba Saga,3
sharbi,$sharbi,Sharbi,3
wifejak,wife,Wifejak,3
flokifork,fork,FlokiFork,3
dinolfg,dino,DinoLFG,3
k9-finance-dao,knine,K9 Finance DAO,3
joe-coin,joe,Joe Coin,3
shibadoge,shibdoge,ShibaDoge,3
dogwifhood,wif,DOGWIFHOOD,3
el-hippo,hipp,El Hippo,3
kiba-inu,kiba,Kiba Inu,3
silly-goose,goo,Silly Goose,3
defrogs,defrogs,DeFrogs,3
don-t-buy-inu,dbi,Don't Buy Inu,3
elmoerc,elmo,ElmoERC,3
sacabam,scb,Sacabam,3
zoomer,zoomer,Zoomer,3
babytrump,babytrump,BABYTRUMP,3
golden-inu-token,golden,Golden Inu,3
minu,minu,Minu,3
sin,sin,sinDAO,3
harrypottertrumphomersimpson777inu,ethereum,HarryPotterTrumpHomerSimpson777Inu,3
baby-shiba-inu-erc,babyshib,Baby Shiba Inu,3
pepe-uwu,cute,PEPE UWU,3
mcpepe-s,pepes,McPepe's,3
safemoon-inu,smi,SafeMoon Inu,3
pepe-token,pepe,Pepe Token,3
fourcoin,four,FourCoin,3
cat-cat-token,cat,Cat,3
solpaca,solpac,Solpaca,3
kuma-inu,kuma,Kuma Inu,3
fable-of-the-dragon,tyrant,Fable Of The Dragon,3
chad-coin,chad,Chad Coin,3
garlicoin,grlc,Garlicoin,3
cheems-inu-new,cinu,Cheems Inu [NEW],3
shih-tzu,shih,Shih Tzu,3
cake-monster,monsta,Cake Monster,3
illumicati,milk,Illumicati,3
king-2,king,KING Coin,3
oggy-inu-2,oggy,Oggy Inu [ETH],3
chillpill,$chill,ChillPill,3
poodle,poodl,Poodl,3
all-your-base,yobase,All Your Base,3
shib-original-vision,sov,Shib Original Vision,3
cramer-coin,$cramer,Cramer Coin,3
baobaosol,baos,BaoBaoSol,3
yes-3,yes,YES,3
pepemon-pepeballs,ppblz,Pepemon Pepeballs,3
kangal,kangal,Kangal,3
pou,pou,Pou,3
maga-coin,maga,MAGA Coin BSC,3
rizo,rizo,Rizo,3
zilpepe,zilpepe,ZilPepe,3
shibavax,shibx,Shibavax,3
duckereum,ducker,Duckereum,3
froggies-token-2,frgst,Froggies,3
wall-street-bets-dapp,wsb,WallStreetBets DApp,3
kuma,kuma,KUMA,3
dyor-token-2,dyor,DYOR,3
whales-club,whc,Whales Club,3
decats,decats,DeCats,3
updog,updog,UpDog,3
catbonk,cabo,Catbonk,3
ape-2,ape,APE,3
meta-doge,metadoge,Meta Doge,3
kitty-coin-solana,kitty,Kitty Coin Solana,3
niccagewaluigielmo42069inu,shib,NicCageWaluigiElmo42069Inu,3
meme-inu,meme,Meme Inu,3
risitas,risita,Risitas (OLD),3
garbage,garbage,Garbage,3
ignore-fud,4token,Ignore Fud,3
strawberry-elephant,صباح الفر,Strawberry Elephant,3
momo-v2,momo v2,Momo v2,3
doug,doug,Doug,3
3d3d,3d3d,3d3d,3
rabbitking,rb,RabbitKing,3
-2,₿,₿,3
nitroshiba,nishib,NitroShiba,3
cope-coin,cope,Cope Coin,3
hold-vip,hold,Hold VIP,3
conan-2,conan,Conan,3
birb-3,birb,birb,3
clown-pepe,honk,Clown Pepe,3
chonky,chonky,CHONKY,3
binance-peg-dogecoin,doge,Binance-Peg Dogecoin,3
akita-inu,akita,Akita Inu,3
harambe,harambe,Harambe,3
haha,haha,HAHA,3
hachi,hachi,Hachi,3
harold,harold,Harold,3
chili,chili,CHILI,3
harrypotterrussellsonic1inu,saitama,HarryPotterRussellSonic1Inu,3
betbuinu,crypto,BetbuInu,3
hectic-turkey,hect,Hectic Turkey,3
chihuahua,hua,Chihuahua,3
hodl-token,hodl,HODL,3
green-shiba-inu,ginux,Green Shiba Inu,3
hoppyinu,hoppyinu,HoppyInu,3
good-old-fashioned-un-registered-security,gofurs,Good Old Fashioned Un Registered Security,3
super-trump,strump,Super Trump,3
donald-tremp,tremp,Doland Tremp,3
elizabath-whoren,whoren,elizabath whoren,3
jason-eth,jason,Jason (Eth),3
jason-sol,jason,Jason (Sol),3
jill-boden,jillboden,Jill Boden,3
joram-poowel,poowel,JORAM POOWEL,3
kovin-segnocchi,kovin,Kovin Segnocchi,3
noike,woosh,Noike,3
olen-mosk,olen,Olen Mosk,3
petur-shiff,$gold,Petur Shiff,3
phauntem,phauntem,Phauntem,3
safemuun,safemuun,Safemuun,3
sam-bankmeme-fried,sbf,Sam Bankmeme Fried,3
sempsunai2-0,smai2.0,SempsunAi2.0,3
snapcat,snapcat,Snapcat,3
twtr-fun,twtr,TWTR.fun,3
tyrel-derpden,tyrel,Tyrel Derpden,3
vitalek-buteren,vitalek,vitalek buteren,3
wcdonalds,wcd,WcDonalds,3
american-coin,usa,American Coin,3
zyncoin-2,zyn,ZynCoin,3
chadimir-putni,putni,Chadimir Putni,3
snap-kero,$nap,SNAP,3
milady-wif-hat,ladyf,Milady Wif Hat,3
monkeyhaircut,monk,monkeyhaircut,3
monku,monku,Monku,3
pepecoin-on-sol,pepe,PEPECOIN on SOL,3
potato-3,potato,Potato,3
pundu,pundu,Pundu,3
sad-hamster,hammy,SAD HAMSTER,3
sealwifhat,si,sealwifhat,3
shroom,shroom,Shroom,3
solpaka,solpaka,Solpaka,3
wen,$wen,WEN,3
wenwifhat,why,WenWifHat,3
wolf-of-solana,wos,Wolf Of Solana,3
yotoshi,yoto,Yotoshi,3
alan-the-alien,alan,Alan the Alien,3
alux-jownes,jownes,Alux Jownes,3
awkward-look-monkey-club,almc,Awkward Look Monkey Club,3
bird-dog-on-sol,birddog,Bird Dog on SOL,3
bridged-maga-wormhole,trump,Bridged MAGA (Wormhole),3
burrrd,burrrd,BURRRD,3
contract-address-meme,ca,contract address (Meme),3
costco-hot-dog,cost,Costco Hot Dog,3
crochet-world,crochet,Crochet World,3
czolana,czol,CZOL,3
dub-duck,$dub,dub duck,3
hulvin,hulvin,HULVIN,3
justanegg-2,egg,JustAnEgg,3
mumba,mumba,Mumba,3
pizza-gram,pizza,Pizza Gram,3
resistance-girl,regi,Resistance Girl,3
shrimp,shrimp,Shrimp,3
tonk-inu,tonk,Tonk Inu,3
tony-the-duck,tony,TONY THE DUCK,3
toon-of-meme,tome,Toon Of Meme,3
akita-inu-3,akita,Akita Inu,3
uniton-token,utn,Uniton Token,3
ondo-finance,ondo,Ondo,2
pendle,pendle,Pendle,2
xdce-crowd-sale,xdc,XDC Network,2
mantra-dao,om,MANTRA,2
polymesh,polyx,Polymesh,2
origintrail,trac,OriginTrail,2
centrifuge,cfg,Centrifuge,2
chex-token,chex,CHEX Token,2
goldfinch,gfi,Goldfinch,2
creditcoin-2,ctc,Creditcoin,2
lcx,lcx,LCX,2
propy,pro,Propy,2
tokenfi,token,TokenFi,2
dusk-network,dusk,Dusk,2
stasis-eurs,eurs,STASIS EURO,2
truefi,tru,TrueFi,2
ix-swap,ixs,IX Swap,2
allianceblock-nexera,nxra,AllianceBlock Nexera,2
maple,mpl,Maple,2
canto,canto,CANTO,2
hifi-finance,hifi,Hifi Finance,2
lto-network,lto,LTO Network,2
clearpool,cpool,Clearpool,2
opulous,opul,Opulous,2
boson-protocol,boson,Boson Protocol,2
strikecoin,strx,StrikeX,2
swarm-markets,smt,Swarm Markets,2
defichain,dfi,DeFiChain,2
propbase,props,Propbase,2
polytrade,trade,Polytrade,2
parcl,prcl,Parcl,2
propchain,propc,Propchain,2
solo-coin,solo,Sologenic,2
artrade,atr,Artrade,2
linear,lina,Linear,2
planet-token,planet,Planet Token,2
carbify,cby,Carbify,2
blocksquare,bst,Blocksquare,2
leox,leox,LEOX,2
credefi,credi,Credefi,2
xend-finance,rwa,Xend Finance,2
brickken,bkn,Brickken,2
dtravel,trvl,TRVL,2
revest-finance,rvst,Revest Finance,2
ubxs-token,ubxs,UBXS,2
soil,soil,Soil,2
klima-dao,klima,KlimaDAO,2
dovu-2,dovu,DOVU,2
stobox-token,stbu,Stobox,2
defactor,factr,Defactor,2
dextf,dextf,Domani Protocol,2
landshare,land,Landshare,2
everid,id,Everest,2
landx-governance-token,lndx,LandX Governance Token,2
regen,regen,Regen,2
comtech-gold,cgo,Comtech Gold,2
decentralized-etf,detf,Decentralized ETF,2
lucidao,lcd,Lucidao,2
mimo-parallel-governance-token,mimo,Mimo Governance,2
florence-finance-medici,ffm,Florence Finance Medici,2
etherland,eland,Etherland,2
wecoin,weco,WECOIN,2
empowa,emp,Empowa,2
epoch-island,epoch,Epoch Island,2
ixo,ixo,IXO,2
tia,tia,TIA,2
cryptofranc,xchf,CryptoFranc,2
imo,imo,IMO,2
aurusx,ax,AurusX,2
labs-group,labsv2,LABSV2,2
osean,osean,Osean,2
dastra-network,dan,Dastra Network,2
ureeqa,urqa,UREEQA,2
rentible,rnb,Rentible,2
poison-finance,poi$on,Poison Finance,2
barter,brtr,Barter,2
staked-usdt,stusdt,Staked USDT,2
fathom-dollar,fxd,Fathom Dollar,2
fathom-protocol,fthm,Fathom Protocol,2
3dpass,p3d,3DPass,2
draggable-aktionariat-ag,daks,Draggable Aktionariat AG,2
international-stable-currency,isc,International Stable Currency,2
inx-token-2,inx,INX Token,2
lumishare,lumi,Lumishare,2
realio-network,rio,Realio,2
reental,rnt,Reental,2
backed-coinbase-global,bcoin,Backed Coinbase Global,2
secured-on-blockchain,sob,Secured On Blockchain (OLD),2
secured-on-blockchain-2,sob,Secured On Blockchain,2
aktionariat-technologies-of-understanding-ag-tokenized-shares,vids,Aktionariat Technologies of Understanding AG Tokenized Shares,2
aktionariat-servicehunter-ag-tokenized-shares,dqts,Aktionariat ServiceHunter AG Tokenized Shares,2
aktionariat-realunit-schweiz-ag-tokenized-shares,realu,Aktionariat RealUnit Schweiz AG Tokenized Shares,2
aktionariat-pension-dynamics-ag-tokenized-shares,pds,Aktionariat Pension Dynamics AG Tokenized Shares,2
aktionariat-parknsleep-ag-tokenized-shares,pns,Aktionariat Parknsleep AG Tokenized Shares,2
the-emerald-company,emrld,The Emerald Company,2
aktionariat-outlawz-food-ag-tokenized-shares,vegs,Aktionariat Outlawz Food AG Tokenized Shares,2
aktionariat-boss-info-ag-tokenized-shares,boss,Aktionariat Boss Info AG Tokenized Shares,2
aktionariat-ayurveda-ag-tokenized-shares,veda,Aktionariat AyurVeda AG Tokenized Shares,2
uranium3o8,u,Uranium3o8,2
wrapped-staked-usdt,wstusdt,Wrapped Staked Tether,2
aktionariat-alan-frei-company-tokenized-shares,afs,Aktionariat Alan Frei Company Tokenized Shares,2
mbd-financials,mbd,MBD Financials,2
metazero,mzero,MetaZero,2
miidas,miidas,Miidas,2
numa,numa,Numa,2
openeden-tbill,tbill,OpenEden TBILL,2
crypto-real-estate,cre,Crypto Real Estate,2
ousg,ousg,OUSG,2
backed-niu-technologies,bniu,Backed NIU Technologies,2
backed-ibta-treasury-bond-1-3yr,bibta,Backed IBTA $ Treasury Bond 1-3yr,2
backed-ib01-treasury-bond-0-1yr,bib01,Backed IB01 $ Treasury Bond 0-1yr,2
backed-high-high-yield-corp-bond,bhigh,Backed HIGH € High Yield Corp Bond,2
backed-govies-0-6-months-euro,bc3m,Backed GOVIES 0-6 months EURO,2
backed-cspx-core-s-p-500,bcspx,Backed CSPX Core S&P 500,2
dinari-dis-dshares,dis.d,Dinari DIS,2
adapt3r-digital-treasury-bill-fund,tfbill,Adapt3r Digital Treasury Bill Fund,2
superstate-short-duration-us-government-securities-fund-ustb,ustb,Superstate Short Duration U.S. Government Securities Fund (USTB),2
assetlink,aset,AssetLink,2
dinari-amzn-dshares,amzn.d,Dinari AMZN,2
dinari-tsla-dshares,tsla.d,Dinari TSLA,2
dinari-aapl-dshares,aapl.d,Dinari AAPL,2
estatex,esx,EstateX,2
dinari-googl-dshares,googl.d,Dinari GOOGL,2
dinari-usfr-dshares,usfr.d,Dinari USFR,2
dinari-meta-dshare,meta.d,Dinari META,2
dinari-spy-dshares,spy.d,Dinari SPY,2
dinari-msft-dshares,msft.d,Dinari MSFT,2
dinari-nflx-dshares,nflx.d,Dinari NFLX,2
dinari-pfe-dshares,pfe.d,Dinari PFE,2
dinari-nvda-dshares,nvda.d,Dinari NVDA,2
dinari-pypl-dshares,pypl.d,Dinari PYPL,2
