0,1,2,3,4,5,6,7,8,9,10,date
1416,KYL Kylin,KYL,"$3,197,032.44",$0.01183,270.259.840 KYL *,--,"-0,14%","-0,18%","-0,20%",,2024_04_21
1417,BTSE BTSE Token,BTSE,"$3,188,892.83",$0.7323,4.354.711 BTSE *,$0.01,"0,00%","-9,42%","20,14%",,2024_04_21
1418,SFI saffron.finance,SFI,"$3,182,376.43",$34.81,91.423 SFI *,"$82,519.81","0,20%","0,07%","2,95%",,2024_04_21
1419,BEND BendDAO,BEND,"$3,160,873.50",$0.001754,1.802.464.790 BEND *,"$343,302.25","0,32%","-2,26%","-11,67%",,2024_04_21
1420,PEEL Meta Apes,PEEL,"$3,152,622.13",$0.02055,153.410.748 PEEL,"$1,282.64","-0,59%","8,29%","19,50%",,2024_04_21
1421,MDAI MindAI,MDAI,"$3,132,537.32",$7.8861,397.223 MDAI *,"$70,321.46","-5,21%","-6,73%","-3,05%",,2024_04_21
1422,EXFI Experimental Finance,EXFI,"$3,183,441.36",$0.06573,48.431.572 EXFI,"$32,537.00","0,08%","-2,98%","-6,45%",,2024_04_21
1423,NetZ MainnetZ,NetZ,"$3,136,898.60",$0.02188,143.357.718 NetZ *,"$556,454.53","1,26%","-0,95%","-2,20%",,2024_04_21
1424,SNFT Spain National Fan Token,SNFT,"$3,097,324.71",$0.1352,22.903.472 SNFT *,"$75,559.98","1,23%","9,31%","22,82%",,2024_04_21
1425,DAFI DAFI Protocol,DAFI,"$3,136,754.48",$0.003257,963.022.298 DAFI *,"$335,421.32","-0,63%","-0,84%","-6,87%",,2024_04_21
1426,COBE Castle of Blackwater,COBE,"$3,070,690.41",$0.4108,7.475.175 COBE *,"$144,814.78","-0,08%","25,90%","18,02%",,2024_04_21
1427,YAXIS yAxis,YAXIS,"$3,039,950.33",$3.2621,931.896 YAXIS *,--,"-0,26%","-0,26%","-0,28%",,2024_04_21
1428,PROPS Props Token,PROPS,"$3,006,730.28",$0.005857,513.363.583 PROPS *,"$6,000.68","0,14%","-40,07%","-60,30%",,2024_04_21
1429,REVO Revomon,REVO,"$2,979,153.19",$0.09041,32.951.612 REVO *,"$49,644.25","-0,17%","-4,87%","-0,89%",,2024_04_21
1430,STND Standard,STND,"$2,984,604.78",$0.03488,85.574.950 STND *,"$347,329.16","-0,09%","1,27%","0,10%",,2024_04_21
1431,XFC Footballcoin (XFC),XFC,"$2,966,978.37",$0.007919,374.660.526 XFC *,"$56,317.74","-0,02%","0,28%","1,79%",,2024_04_21
1432,VEED VIMworld,VEED,"$2,952,777.23",$0.0005305,5.566.374.466 VEED *,$0.7,"0,00%","-5,79%","-6,47%",,2024_04_21
1433,EBEN Green Ben,EBEN,"$2,936,474.17",$0.1052,27.907.433 EBEN,--,"0,00%","-3,37%","1,38%",,2024_04_21
1434,BIOFI Biometric Financial,BIOFI,"$2,916,403.47",$0.001495,1.950.863.998 BIOFI *,"$48,405.87","0,50%","-10,72%","31,55%",,2024_04_21
1435,VSYS v.systems,VSYS,"$2,939,011.13",$0.0009469,3.103.878.647 VSYS *,"$699,266.43","-1,57%","-2,80%","-3,12%",,2024_04_21
1436,WECAN Wecan Group,WECAN,"$2,923,169.40",$0.003533,827.372.816 WECAN,"$11,616.74","0,52%","-1,06%","-13,95%",,2024_04_21
1437,RET Renewable Energy,RET,"$2,891,066.22",--,20.117.705.009.195.100 RET,"$642,923.59","0,79%","-0,14%","-19,04%",,2024_04_21
1438,POLK Polkamarkets,POLK,"$2,883,321.68",$0.03057,94.309.451 POLK *,"$106,381.41","-0,65%","-2,52%","-2,25%",,2024_04_21
1439,RPK RepubliK,RPK,"$2,898,175.01",$0.01911,151.624.872 RPK *,"$1,614,694.50","0,09%","0,81%","-20,64%",,2024_04_21
1440,JGN Juggernaut,JGN,"$2,856,254.53",$0.0285,100.210.416 JGN *,"$222,727.32","-0,67%","-2,79%","24,49%",,2024_04_21
1441,PORNROCKET PornRocket,PORNROCKET,"$2,856,060.61",$0.00000001,383.776.108.436.470 PORNROCKET *,$178.42,"0,00%","1,04%","0,99%",,2024_04_21
1442,SHILL SHILL Token,SHILL,"$2,856,494.51",$0.008,357.073.944 SHILL *,"$625,941.01","-0,44%","-0,04%","1,37%",,2024_04_21
1443,SYL myDID,SYL,"$2,840,038.55",$0.0003611,7.865.442.007 SYL *,"$265,635.41","-1,01%","-1,46%","-3,43%",,2024_04_21
1444,ORT Okratech Token,ORT,"$2,844,491.19",$0.008134,349.708.553 ORT *,"$1,939,769.85","-0,53%","4,16%","-4,82%",,2024_04_21
1445,PICKLE Pickle Finance,PICKLE,"$2,824,531.99",$1.4803,1.908.030 PICKLE *,$547.62,<0.01%,"-0,95%","-0,70%",,2024_04_21
1446,KICK KickToken,KICK,"$2,819,921.26",$0.02316,121.740.943 KICK *,$702.48,"0,00%","-1,52%","-0,34%",,2024_04_21
1447,PCX ChainX,PCX,"$2,804,466.80",$0.2243,12.505.375 PCX *,"$85,147.10","-0,70%","-2,88%","-17,38%",,2024_04_21
1448,SAFE SafeCoin,SAFE,"$2,807,755.52",$0.1012,27.735.063 SAFE,$2.2900,"-0,01%","-37,17%","-15,83%",,2024_04_21
1449,HI HI,HI,"$2,801,474.26",$0.0005234,5.352.569.824 HI,"$159,456.53","-1,15%","-3,18%","5,85%",,2024_04_21
1450,MILE milestoneBased,MILE,"$2,783,172.94",$0.04921,56.555.784 MILE,"$17,780.88",<0.01%,"-0,37%","-46,97%",,2024_04_21
1451,WELT Fabwelt,WELT,"$2,771,246.39",$0.0121,228.991.733 WELT *,"$433,861.92","-0,23%","-1,23%","5,70%",,2024_04_21
1452,LBP Launchblock.com,LBP,"$2,866,355.06",$0.0008145,3.519.093.982 LBP *,"$283,247.26","-2,66%","23,84%","13,49%",,2024_04_21
1453,GST Green Satoshi Token (BSC),GST,"$2,758,323.46",$0.01507,183.017.011 GST *,$942.75,"-0,34%","0,33%","-2,49%",,2024_04_21
1454,BOZO BOZO,BOZO,"$2,779,835.32",$0.00000004,72.824.910.656.960 BOZO *,"$795,345.54","0,70%","-0,54%","22,42%",,2024_04_21
1455,ZIK Ziktalk,ZIK,"$2,732,501.84",$0.006002,455.257.321 ZIK,"$37,019.79",<0.01%,"-33,34%","19,87%",,2024_04_21
1456,VISION VisionGame,VISION,"$2,730,834.04",$0.004965,550.000.000 VISION *,"$459,157.08","0,55%","1,31%","17,20%",,2024_04_21
1457,BIP Minter Network,BIP,"$2,715,508.28",$0.000331,8.204.018.258 BIP *,$89.02,"0,00%","1,22%","4,59%",,2024_04_21
1458,GOAL TopGoal,GOAL,"$2,709,733.37",$0.06376,42.500.000 GOAL *,"$310,480.39","0,82%","0,15%","-0,40%",,2024_04_21
1459,MVP MAGA VP,MVP,"$2,680,881.56",$0.06457,41.520.023 MVP *,"$1,751,265.94","-0,44%","7,63%","14,85%",,2024_04_21
1460,BWO Battle World,BWO,"$2,681,229.99",$0.003886,690.058.960 BWO *,"$255,511.34","-0,21%","-6,75%","-24,61%",,2024_04_21
1461,CIV Civilization,CIV,"$2,666,123.03",$0.008887,300.000.000 CIV,$723.69,"0,00%","2,94%","9,56%",,2024_04_21
1462,DEFROGS DeFrogs,DEFROGS,"$2,644,621.48",$264.46,10.000 DEFROGS *,"$552,703.06","-1,21%","-4,18%","-11,89%",,2024_04_21
1463,UPC UPCX,UPC,"$2,646,956.34",$2.2076,1.198.994 UPC *,"$940,321.45","0,01%","-1,34%","7,05%",,2024_04_21
1464,EDG Edgeware,EDG,"$2,634,033.50",$0.0004148,6.350.167.832 EDG *,"$395,373.27","0,25%","1,64%","-8,99%",,2024_04_21
1465,CGG ChainGuardians,CGG,"$2,621,158.32",$0.04264,61.478.209 CGG *,"$27,104.31","0,12%","-5,83%","-6,01%",,2024_04_21
1466,PEAK PEAKDEFI,PEAK,"$2,620,457.85",$0.001581,1.657.740.019 PEAK *,"$2,056.54",<0.01%,"-2,95%","-5,52%",,2024_04_21
1467,TEER Integritee Network,TEER,"$2,612,450.38",$0.6567,3.978.047 TEER *,"$29,102.74","1,45%","4,32%","2,65%",,2024_04_21
1468,WAM WAM,WAM,"$2,590,247.13",$0.007124,363.611.028 WAM *,"$179,060.41","0,88%","-3,35%","7,72%",,2024_04_21
1469,AIMX Aimedis (new),AIMX,"$2,586,127.37",$0.007766,333.000.000 AIMX *,"$208,629.27","-0,07%","2,05%","-7,19%",,2024_04_21
1470,LYM Lympo,LYM,"$2,590,613.98",$0.003134,826.672.979 LYM *,"$36,603.42","0,58%","2,03%","-15,91%",,2024_04_21
1471,YUSRA YUSRA,YUSRA,"$2,685,327.17",$0.06713,40.000.000 YUSRA,"$132,473.40","4,04%","-3,63%","33,30%",,2024_04_21
1472,VEST VestChain,VEST,"$2,562,853.70",$0.0006495,3.945.951.381 VEST *,--,"-0,14%","-0,05%","-1,13%",,2024_04_21
1473,TUNE Bitune,TUNE,"$2,565,191.81",$0.08195,31.301.449 TUNE *,"$5,763.78","0,03%","-3,07%","-0,98%",,2024_04_21
1474,LAYER UniLayer,LAYER,"$2,537,519.06",$0.09306,27.268.741 LAYER *,"$276,481.44","-0,79%","-1,18%","8,10%",,2024_04_21
1475,SIGNA Signum,SIGNA,"$2,534,335.68",$0.00119,2.129.891.582 SIGNA,--,"0,50%","0,12%","0,90%",,2024_04_21
1476,BFT Brazil National Football Team Fan Token,BFT,"$2,533,270.82",$0.08804,28.772.500 BFT *,"$59,083.18","1,56%","2,35%","2,57%",,2024_04_21
1477,$OPHX Operation Phoenix,$OPHX,"$2,515,719.48",$0.02961,84.958.763 $OPHX *,"$222,628.43","6,16%","3,40%","-21,07%",,2024_04_21
1478,URUS Aurox,URUS,"$2,518,914.71",$4.8262,521.929 URUS *,"$16,599.99","0,14%","1,64%","-1,93%",,2024_04_21
1479,GOZ Göztepe S.K. Fan Token,GOZ,"$2,535,076.11",$1.0743,2.359.821 GOZ *,"$285,029.79","0,71%","-0,65%","1,68%",,2024_04_21
1480,VIDYA Vidya,VIDYA,"$2,511,079.21",$0.06562,38.264.448 VIDYA *,"$307,809.23",<0.01%,"-0,65%","-1,59%",,2024_04_21
1481,SCCP S.C. Corinthians Fan Token,SCCP,"$2,499,673.06",$0.2954,8.463.274 SCCP *,"$44,955.49","-1,65%","0,37%","4,03%",,2024_04_21
1482,BSCS BSCS,BSCS,"$2,501,829.70",$0.0101,247.727.989 BSCS *,"$183,454.97","-1,73%","6,50%","-1,58%",,2024_04_21
1483,STC Satoshi Island,STC,"$2,506,897.85",$0.3509,7.145.125 STC,"$193,215.29","-0,48%","-2,90%","-9,63%",,2024_04_21
1484,SHROOM Niftyx Protocol,SHROOM,"$2,502,549.94",$0.0487,51.386.058 SHROOM *,--,"0,00%","0,00%","-6,70%",,2024_04_21
1485,NFTB NFTb,NFTB,"$2,489,581.81",$0.009981,249.435.031 NFTB *,"$606,879.02","-0,61%","0,21%","-11,43%",,2024_04_21
1486,VCF Valencia CF Fan Token,VCF,"$2,487,855.12",$0.8684,2.864.839 VCF *,"$615,315.07","-1,02%","-1,11%","11,67%",,2024_04_21
1487,MONI Monsta Infinite,MONI,"$2,489,891.91",$0.01733,143.640.613 MONI *,"$460,858.08","0,08%","1,96%","7,21%",,2024_04_21
1488,CWS Seascape Crowns,CWS,"$2,481,268.20",$0.5114,4.852.052 CWS *,"$441,318.56","0,07%","-2,23%","17,00%",,2024_04_21
1489,SSG SOMESING,SSG,"$2,474,524.16",$0.0007863,3.146.876.822 SSG *,"$4,436,520.74","-0,50%","-5,62%","16,72%",,2024_04_21
1490,FO FIBOS,FO,"$2,478,725.81",$0.002313,1.071.593.128 FO,$662.08,"0,01%","2,99%","2,47%",,2024_04_21
1491,BTCBAM Bitcoin Bam,BTCBAM,"$2,468,359.49",$0.2402,10.276.739 BTCBAM,"$705,898.00",<0.01%,"-0,13%","-0,26%",,2024_04_21
1492,INTR Interlay,INTR,"$2,462,712.92",$0.03675,67.020.251 INTR *,"$85,509.20","-0,44%","-4,88%","-7,75%",,2024_04_21
1493,HEC Heroes Chained,HEC,"$2,448,581.70",$0.04981,49.153.913 HEC *,"$272,999.51","-1,03%","-6,64%","-31,58%",,2024_04_21
1494,ARV Ariva,ARV,"$2,477,220.79",$0.00003414,72.553.169.190 ARV *,"$721,351.17","-0,22%","-4,19%","3,54%",,2024_04_21
1495,DPS DEEPSPACE,DPS,"$2,409,002.08",$0.04554,52.893.498 DPS *,"$4,754.61","-3,24%","-4,43%","-7,82%",,2024_04_21
1496,TUP TenUp,TUP,"$2,377,885.92",$0.02257,105.371.800 TUP *,"$279,857.59","-1,43%","13,47%","23,56%",,2024_04_21
1497,MOZ Mozaic,MOZ,"$2,388,589.37",$0.02592,92.166.887 MOZ *,"$5,271.31",<0.01%,"-0,93%","-20,80%",,2024_04_21
1498,VEUR VNX Euro,VEUR,"$2,384,368.92",$1.0676,2.233.296 VEUR *,"$19,395.84",<0.01%,"0,05%","-0,56%",,2024_04_21
1499,DREAMS Dreams Quest,DREAMS,"$2,358,616.77",$0.001508,1.564.101.228 DREAMS *,"$205,251.49","-0,24%","4,81%","-10,50%",,2024_04_21
1500,GST Green Satoshi Token (ETH),GST,"$2,348,569.30",$0.03596,65.302.068 GST *,--,"-0,04%","-0,50%","-9,45%",,2024_04_21
1501,BLP BullPerks,BLP,"$2,331,006.99",$0.07958,29.292.786 BLP *,"$171,671.55","0,03%","-5,45%","-15,78%",,2024_04_21
1502,FREE FREEdom Coin,FREE,"$2,316,595.50",$0.00000023,9.938.989.997.635 FREE *,"$717,515.29","0,33%","0,32%","9,31%",,2024_04_21
1503,ERTHA Ertha,ERTHA,"$2,321,668.62",$0.002075,1.118.910.395 ERTHA *,"$313,473.35","-1,43%","3,71%","2,10%",,2024_04_21
1504,FEVR RealFevr,FEVR,"$2,314,195.39",$0.0002147,10.779.065.385 FEVR *,"$175,509.22","-0,17%","-2,21%","-4,18%",,2024_04_21
1505,DPET My DeFi Pet,DPET,"$2,299,903.65",$0.05521,41.657.911 DPET *,"$55,781.02","0,00%","-1,38%","2,42%",,2024_04_21
1506,PING Sonar,PING,"$2,287,470.76",$0.0008461,2.703.464.935 PING *,--,"0,03%",<0.01%,"-0,06%",,2024_04_21
1507,XCV XCarnival,XCV,"$2,281,203.73",$0.002885,790.640.622 XCV *,"$225,039.63","0,67%","0,91%","7,44%",,2024_04_21
1508,SPC SpaceChain,SPC,"$2,281,240.04",$0.007426,307.182.730 SPC,"$1,193.84","0,00%","-0,22%","-10,34%",,2024_04_21
1509,EOSDT EOSDT,EOSDT,"$2,274,299.83",$0.8607,2.642.505 EOSDT *,--,"-0,48%","-1,67%","1,40%",,2024_04_21
1510,UNICE UNICE,UNICE,"$2,284,665.54",$0.1038,22.019.213 UNICE *,"$420,844.53","0,46%","0,92%","-10,74%",,2024_04_21
1511,CONE BitCone,CONE,"$2,282,299.35",$0.00000406,562.112.217.518 CONE *,"$14,623.57","-0,01%","-0,51%","1,26%",,2024_04_21
1512,BXX Baanx,BXX,"$2,261,540.56",$0.1142,19.798.721 BXX,"$51,148.84","0,01%","-2,02%","-22,03%",,2024_04_21
1513,LUFC Leeds United Fan Token,LUFC,"$2,272,171.76",$0.4528,5.018.595 LUFC *,"$27,656.00","-1,43%","3,52%","11,56%",,2024_04_21
1514,XTAG xHashtag AI,XTAG,"$2,240,463.52",$0.03386,66.169.002 XTAG *,"$235,688.02","-2,46%","9,04%","5,41%",,2024_04_21
1515,TFT ThreeFold,TFT,"$2,226,145.20",$0.02742,81.181.457 TFT *,"$8,219.25","0,00%","-2,51%","-2,61%",,2024_04_21
1516,FEAR FEAR,FEAR,"$2,221,093.58",$0.124,17.907.258 FEAR *,"$1,073,571.19","0,17%","3,44%","1,88%",,2024_04_21
1517,RAZOR Razor Network,RAZOR,"$2,194,607.11",$0.006686,328.245.504 RAZOR *,"$48,871.93","-0,24%","2,74%","12,28%",,2024_04_21
1518,ZOO ZooKeeper,ZOO,"$2,159,722.01",$0.004648,464.677.087 ZOO *,"$2,131.20","0,00%","-3,30%","1,01%",,2024_04_21
1519,IDEA Ideaology,IDEA,"$2,148,288.80",$0.003367,638.000.000 IDEA *,"$119,765.98","-0,53%","-5,57%","3,94%",,2024_04_21
1520,NBLU NuriTopia,NBLU,"$2,152,533.07",$0.00331,650.382.480 NBLU,"$102,013.00","-0,12%","0,20%","1,86%",,2024_04_21
1521,EXNT EXNT,EXNT,"$2,149,196.44",$0.03409,63.050.105 EXNT *,--,"0,00%","0,00%","-29,37%",,2024_04_21
1522,BGL Bitgesell,BGL,"$2,138,780.14",$0.1324,16.157.930 BGL,"$12,144.62","1,04%","11,05%","51,75%",,2024_04_21
1523,IHC Inflation Hedging Coin,IHC,"$2,136,859.09",$0.00001786,119.642.987.723 IHC,"$10,733.59","0,06%","-0,41%","-3,51%",,2024_04_21
1524,IPAD Infinity PAD,IPAD,"$2,134,163.63",$0.002134,999.999.990 IPAD *,$285.41,"0,00%","-0,40%","-0,29%",,2024_04_21
1525,STARS Mogul Productions,STARS,"$2,137,926.43",$0.006972,306.657.541 STARS *,"$68,387.16","0,08%","9,62%","4,11%",,2024_04_21
1526,LGCY LGCY Network,LGCY,"$2,128,262.34",$0.0001674,12.713.925.827 LGCY,"$12,849.34","-1,22%","-8,21%","-16,89%",,2024_04_21
1527,PEX PearDAO,PEX,"$2,113,104.32",$0.0404,52.300.308 PEX *,$225.38,"0,00%","144,52%","149,72%",,2024_04_21
1528,KEKE KEK,KEKE,"$2,071,024.59",$0.00000003,74.280.393.141.279 KEKE *,"$466,470.03","0,63%","7,91%","3,15%",,2024_04_21
1529,EGG Eggdog,EGG,"$2,115,807.31",$0.002238,945.334.730 EGG *,"$1,363,396.25","0,18%","3,25%","1,90%",,2024_04_21
1530,NABOX Nabox,NABOX,"$2,103,665.43",$0.00001008,208.614.091.935 NABOX *,"$89,680.78","-0,14%","-0,54%","8,89%",,2024_04_21
1531,WOM Wombat Exchange,WOM,"$2,094,405.32",$0.03578,58.529.174 WOM *,"$66,436.25","0,15%","-0,47%","-2,00%",,2024_04_21
1532,MOVEZ MOVEZ,MOVEZ,"$2,093,402.83",$0.0005631,3.717.718.009 MOVEZ *,"$247,040.36","0,33%","-0,71%","9,58%",,2024_04_21
1533,JULD JulSwap,JULD,"$2,071,650.72",$0.003498,592.166.808 JULD *,"$191,721.08","-0,04%","0,43%","-1,92%",,2024_04_21
1534,GLEEC Gleec Coin,GLEEC,"$2,067,268.06",$0.01137,181.755.046 GLEEC,"$124,611.73","5,67%","-2,04%","61,87%",,2024_04_21
1535,MNFT MongolNFT Coin,MNFT,"$2,060,443.94",$0.00001259,163.660.926.211 MNFT,"$49,763.09","0,03%","-0,33%","-0,51%",,2024_04_21
1536,AART All.Art Protocol,AART,"$2,044,499.06",$0.001002,2.040.442.577 AART *,"$65,651.12","0,58%","-4,36%","-5,82%",,2024_04_21
1537,IDLE Idle,IDLE,"$2,049,690.29",$0.2323,8.822.792 IDLE *,"$3,301.21","0,00%","-6,70%","-6,34%",,2024_04_21
1538,PAY TenX,PAY,"$2,043,817.82",$0.009959,205.218.256 PAY *,"$6,789.81","-0,63%","2,04%","4,88%",,2024_04_21
1539,SON SOUNI,SON,"$2,063,295.24",$0.0008151,2.531.170.048 SON,"$561,648.92","-0,78%","12,69%","17,70%",,2024_04_21
1540,GHOST Ghost,GHOST,"$2,001,159.73",$0.07975,25.094.062 GHOST *,"$1,709.24","0,04%","-5,42%","1,80%",,2024_04_21
1541,LIGHT Light,LIGHT,"$2,021,135.87",$0.03145,64.269.692 LIGHT *,$294.71,"0,00%","0,57%","1,75%",,2024_04_21
1542,TIFI TiFi Token,TIFI,"$2,017,737.54",$0.00000003,78.437.208.676.359 TIFI,"$110,539.51","-0,02%","9,11%","12,64%",,2024_04_21
1543,XTN Neutrino Index,XTN,"$2,012,088.13",$0.03871,51.980.734 XTN *,"$5,451.81","0,30%","-0,59%","6,61%",,2024_04_21
1544,NBT NanoByte Token,NBT,"$2,001,036.48",$0.002119,944.183.131 NBT,"$20,371.78","-0,23%","0,78%","-3,67%",,2024_04_21
1545,LBC LBRY Credits,LBC,"$1,985,436.90",$0.003035,654.237.215 LBC,"$8,239.67","-0,45%","-4,13%","-0,64%",,2024_04_21
1546,BIFI BiFi,BIFI,"$1,976,927.57",$0.003883,509.083.070 BIFI *,"$102,146.64","-0,23%","-8,10%","-10,46%",,2024_04_21
1547,JOB Jobchain,JOB,"$1,975,133.62",$0.0002002,9.864.586.781 JOB,"$2,543.45",<0.01%,"33,28%","112,79%",,2024_04_21
1548,PPT Populous,PPT,"$2,205,605.38",$0.04142,53.252.246 PPT *,"$336,290.52","10,01%","7,58%","-17,74%",,2024_04_21
1549,DREP Drep [new],DREP,"$1,764,305.80",$0.01764,100.000.000 DREP *,"$63,708.40","1,35%","1,66%","4,13%",,2024_04_21
1550,KROM Kromatika,KROM,"$1,951,643.69",$0.02431,80.280.675 KROM *,"$27,438.45","-1,13%","-1,82%","-17,53%",,2024_04_21
1551,SCOTTY Scotty Beam,SCOTTY,"$1,947,250.35",$0.004227,460.665.809 SCOTTY *,"$573,934.69","0,36%","2,41%","-4,80%",,2024_04_21
1552,PACE 3space Art,PACE,"$1,937,593.51",$0.03701,52.355.204 PACE *,"$6,723.37","0,03%","7,60%","77,91%",,2024_04_21
1553,ZELIX ZELIX,ZELIX,"$1,934,380.65",$0.0004867,3.974.701.157 ZELIX,"$840,841.00","-0,40%","-11,34%","-3,39%",,2024_04_21
1554,ALY ALLY,ALY,"$1,934,582.98",$0.0008411,2.300.000.000 ALY,"$7,658.23","0,11%","8,19%","8,49%",,2024_04_21
1555,O3 O3 Swap,O3,"$1,931,309.32",$0.03752,51.468.060 O3 *,"$370,232.29","-0,04%","-4,07%","-0,14%",,2024_04_21
1556,GOC GoCrypto Token,GOC,"$1,919,494.36",$0.007826,245.278.438 GOC *,"$279,071.72","-0,30%","-3,47%","-2,70%",,2024_04_21
1557,WOOF WOOF,WOOF,"$1,908,571.56",$0.0001066,17.902.999.424 WOOF *,"$14,412.74","-0,18%","-4,92%","4,34%",,2024_04_21
1558,SRK SparkPoint,SRK,"$1,895,525.14",$0.0001728,10.968.632.198 SRK *,"$25,769.83","0,03%","2,46%","-0,88%",,2024_04_21
1559,MCHC My Crypto Heroes,MCHC,"$1,878,940.42",$0.06869,27.355.706 MCHC,"$419,131.27","0,31%","-6,08%","-3,71%",,2024_04_21
1560,CRT Cantina Royale,CRT,"$1,868,125.36",$0.007682,243.183.445 CRT *,"$71,567.00","-0,26%","-1,55%","5,25%",,2024_04_21
1561,JMPT JMPT Rewards,JMPT,"$1,860,856.11",$0.9825,1.893.990 JMPT,"$5,139.97","-0,04%","0,21%","0,77%",,2024_04_21
1562,DERI Deri Protocol,DERI,"$1,827,644.94",$0.01466,124.695.829 DERI *,"$65,405.29","0,03%","1,70%","9,09%",,2024_04_21
1563,VEMP VEMP,VEMP,"$1,838,697.23",$0.007249,253.635.525 VEMP *,"$228,943.16","-0,87%","2,87%","16,49%",,2024_04_21
1564,ASTRO AstroSwap,ASTRO,"$1,818,939.84",$0.0005309,3.425.860.711 ASTRO *,"$23,203.19",<0.01%,"0,15%","2,58%",,2024_04_21
1565,NEER MNet Pioneer,NEER,"$1,821,963.06",$0.09366,19.453.215 NEER *,"$31,660.05","0,01%","-3,60%","15,75%",,2024_04_21
1566,HC HyperCash,HC,"$1,817,406.00",$0.04032,45.071.909 HC,"$103,105.97","-0,86%","-3,48%","11,66%",,2024_04_21
1567,0XDEV DEVAI,0XDEV,"$1,812,459.80",$2.1462,844.494 0XDEV *,"$152,039.81","-0,14%","-7,93%","-25,13%",,2024_04_21
1568,KMON Kryptomon,KMON,"$1,809,402.47",$0.009531,189.843.488 KMON *,"$175,369.41","-1,11%","-0,04%","-17,95%",,2024_04_21
1569,SALT SALT,SALT,"$1,803,680.15",$0.01503,119.999.995 SALT *,"$13,957.94","0,23%","-1,29%","-3,99%",,2024_04_21
1570,K21 K21,K21,"$1,797,891.68",$0.09782,18.378.659 K21 *,"$25,997.71","0,04%","-0,64%","1,37%",,2024_04_21
1571,VV Virtual Versions,VV,"$1,789,307.77",$0.004825,370.827.638 VV *,"$436,300.16","0,47%","6,47%","4,09%",,2024_04_21
1572,MAX MAX Exchange Token,MAX,"$1,784,135.18",$0.3692,4.832.916 MAX *,"$18,674.91","0,46%","0,75%","-0,05%",,2024_04_21
1573,OIN OIN Finance,OIN,"$1,774,514.02",$0.05385,32.950.759 OIN *,"$572,456.72","-4,47%","83,64%","14,20%",,2024_04_21
1574,HOD HoDooi.com,HOD,"$1,770,981.23",$0.003601,491.857.217 HOD *,"$188,556.34","-1,75%","-5,56%","-16,02%",,2024_04_21
1575,IDNA Idena,IDNA,"$1,716,636.21",$0.02587,66.362.987 IDNA *,"$45,995.17","-3,99%","-6,74%","-9,96%",,2024_04_21
1576,POLX Polylastic,POLX,"$1,749,152.49",$0.0000261,67.007.683.334 POLX *,"$155,479.83","-7,70%","-13,34%","-10,30%",,2024_04_21
1577,DOGGY DOGGY,DOGGY,"$1,763,815.62",$0.0007701,2.290.262.200 DOGGY *,"$41,962.88","0,06%","1,25%","3,51%",,2024_04_21
1578,BIRD Bird.Money,BIRD,"$1,755,078.37",$18.49,94.942 BIRD *,"$24,848.76","0,09%","-1,24%","4,42%",,2024_04_21
1579,KONO Konomi Network,KONO,"$1,760,362.57",$0.0176,100.000.000 KONO *,"$101,892.06","-1,98%","-2,30%","11,71%",,2024_04_21
1580,HAWK Hawksight,HAWK,"$1,725,109.82",$0.001672,1.031.895.935 HAWK *,"$43,759.82","-0,01%","0,95%","4,96%",,2024_04_21
1581,XTP Tap,XTP,"$1,791,493.97",$0.001454,1.231.911.016 XTP,"$11,415.30","0,90%","0,23%","-4,51%",,2024_04_21
1582,CIRUS Cirus Foundation,CIRUS,"$1,743,064.99",$0.02785,62.590.209 CIRUS *,"$576,685.37","1,09%","4,54%","-3,16%",,2024_04_21
1583,DAMEX Damex Token,DAMEX,"$1,741,055.08",$0.0328,53.076.277 DAMEX,"$182,174.65","-0,11%","-4,70%","-8,65%",,2024_04_21
1584,PRISM Prism,PRISM,"$1,741,283.35",$0.003017,577.152.438 PRISM *,"$15,566.64","0,08%","-5,54%","-23,31%",,2024_04_21
1585,VCHF VNX Swiss Franc,VCHF,"$1,751,838.43",$1.1018,1.589.971 VCHF *,"$27,930.86","0,02%","0,17%","-0,35%",,2024_04_21
1586,IQT IQ Protocol,IQT,"$1,740,517.46",$0.1573,11.061.937 IQT *,"$528,330.38","-0,60%","-0,76%","4,90%",,2024_04_21
1587,VPP Virtue Poker,VPP,"$1,734,223.62",$0.01621,106.988.748 VPP *,"$17,566.91","-0,03%","1,34%","3,97%",,2024_04_21
1588,DONUT Donut,DONUT,"$1,718,968.56",$0.01428,120.355.919 DONUT *,"$21,030.82","0,00%","0,37%","13,37%",,2024_04_21
1589,GRP Grape,GRP,"$1,718,201.43",$6.4632,265.844 GRP,$125.05,<0.01%,"-17,18%","-9,87%",,2024_04_21
1590,ELDA Eldarune,ELDA,"$1,730,122.48",$0.01575,109.840.284 ELDA *,"$538,238.06","2,07%","11,28%","10,58%",,2024_04_21
1591,ITGR Integral,ITGR,"$1,711,348.89",$0.008005,213.772.394 ITGR *,"$50,165.60","0,30%","0,11%","-2,52%",,2024_04_21
1592,SERO Super Zero Protocol,SERO,"$1,708,116.36",$0.004115,415.104.884 SERO *,"$447,612.73","1,14%","1,80%","2,66%",,2024_04_21
1593,EVRY EVRYNET,EVRY,"$1,721,280.27",$0.04262,40.389.133 EVRY,"$292,477.47","-3,56%","135,87%","200,33%",,2024_04_21
