rank,name,symbol,market_cap,price,circulating_supply,volume_24h,%1h,%7h,%24h,date
541,Gods Unchained,GODS,66826239.57,0.2341,2341.0,2123957.54,-2.8,-3.94,-5.65,2024-04-21
542,Ultima,ULTIMA,66916241.08,4362.49,436249.0,2897528.41,0.07,-0.15,-2.17,2024-04-21
543,Ultra,UOS,65805692.97,0.1783,1783.0,1074478.21,-0.12,-3.28,-0.64,2024-04-21
544,NEOPIN,NPT,65740453.1,0.7464,7464.0,524676.33,0.34,1.12,1.04,2024-04-21
545,Moon Tropica,CAH,66099483.32,29.56,2956.0,456516.26,0.12,7.77,7.41,2024-04-21
546,StrikeX,STRX,65616156.2,0.0762,762.0,1039576.75,-0.28,3.29,-8.49,2024-04-21
547,tomiNet,TOMI,64725070.94,0.5608,5608.0,15907561.85,-0.18,-5.91,-7.17,2024-04-21
548,Streamr,DATA,64808148.38,0.063,63.0,2362045.99,-0.17,-1.38,12.47,2024-04-21
549,Sweat Economy,SWEAT,64486211.69,0.009523,9523.0,6230221.12,-0.54,-1.49,1.59,2024-04-21
550,DeFinder Capital,DFC,64636581.64,2.4333,24333.0,1341752.65,-1.2,-3.65,-14.15,2024-04-21
551,Alchemix,ALCX,64865253.91,29.37,2937.0,3672652.31,1.65,3.38,2.64,2024-04-21
552,Ren,REN,64051857.53,0.06411,6411.0,10628032.03,-0.46,-2.62,1.02,2024-04-21
553,Clash of Lilliput,COL,63951967.41,0.7792,7792.0,101058.59,-0.16,-0.06,-1.17,2024-04-21
554,Veno Finance,VNO,63940745.69,0.1347,1347.0,54460.88,-0.19,-1.0,-2.83,2024-04-21
555,Bella Protocol,BEL,63777301.45,0.9812,9812.0,11058907.27,-0.17,-3.19,3.25,2024-04-21
556,Grok,GROK,63845526.39,0.0101,101.0,12054521.67,-0.56,6.76,32.85,2024-04-21
557,Verasity,VRA,63357506.88,0.006335,6335.0,7992391.85,-0.53,-1.48,5.47,2024-04-21
558,Impossible Finance Launchpad,IDIA,63858266.2,0.09391,9391.0,170447.86,0.02,-17.14,41.84,2024-04-21
559,Uquid Coin,UQC,63097160.15,6.3097,63097.0,697584.07,-0.26,-0.26,-0.26,2024-04-21
560,Polytrade,TRADE,63045149.74,1.9298,19298.0,1449511.63,0.93,3.19,-8.32,2024-04-21
561,SaitaChain Coin,STC,62994109.53,0.001474,1474.0,791280.85,0.21,-3.09,-7.86,2024-04-21
562,FUNToken,FUN,62897681.7,0.005737,5737.0,2369995.62,-0.31,-2.36,3.67,2024-04-21
563,Enzyme,MLN,62740132.5,23.54,2354.0,10102826.92,-0.61,0.14,7.25,2024-04-21
564,Bitcoin Palladium,BTCP,62783674.45,25.35,2535.0,,0.0,0.0,-0.04,2024-04-21
565,Beta Finance,BETA,62759953.27,0.0786,786.0,5069382.08,0.66,1.41,9.84,2024-04-21
566,IAGON,IAG,61419630.67,0.1633,1633.0,490772.14,-0.57,4.27,11.16,2024-04-21
567,Energy Web Token,EWT,61462689.2,2.0445,20445.0,1344532.45,0.6,-0.79,-1.31,2024-04-21
568,Numbers Protocol,NUM,61656351.1,0.1013,1013.0,952430.17,-0.64,-4.27,-5.05,2024-04-21
569,Anchored Coins AEUR,AEUR,60716632.51,1.065,10650.0,1652739.57,0.06,0.09,0.21,2024-04-21
570,Komodo,KMD,60529273.01,0.4452,4452.0,3195868.62,0.65,3.51,8.27,2024-04-21
571,Niza Global,NIZA,60009222.73,0.0106,106.0,3161424.65,-0.72,5.5,15.51,2024-04-21
572,Propbase,PROPS,59337163.89,0.172,172.0,850080.65,-0.73,-2.24,-11.35,2024-04-21
573,Harvest Finance,FARM,60625087.59,88.5,8850.0,38199782.58,4.26,22.81,4.21,2024-04-21
574,Pandora,PANDORA,59336041.32,5933.6,593360.0,4698036.12,-0.16,-5.92,-10.56,2024-04-21
575,PaLM AI,PALM,59010034.62,0.747,747.0,1434564.91,0.07,0.02,-4.09,2024-04-21
576,Games for a Living,GFAL,58948674.14,0.02863,2863.0,1246234.83,0.0,-0.78,6.76,2024-04-21
577,Wanchain,WAN,58534200.16,0.2958,2958.0,2384443.29,0.01,-2.23,7.75,2024-04-21
578,Flamingo,FLM,58033514.75,0.09987,9987.0,5173521.9,-0.57,-2.14,0.25,2024-04-21
579,DeFi Pulse Index,DPI,58739907.12,105.08,10508.0,226767.88,2.83,0.67,2.52,2024-04-21
580,DeFiChain,DFI,58203575.4,0.06669,6669.0,2920259.72,0.77,-0.26,-3.58,2024-04-21
581,Astrafer,ASTRAFER,57839251.48,0.3698,3698.0,374.91,-0.08,-2.8,-1.74,2024-04-21
582,MATH,MATH,58199754.85,0.5089,5089.0,2371814.44,1.08,-3.12,-16.47,2024-04-21
583,Aleph.im,ALEPH,54508406.09,0.2205,2205.0,3960473.17,19.85,41.38,20.51,2024-04-21
584,Gaimin,GMRX,57132732.52,0.008612,8612.0,1104631.26,-0.79,-4.3,-6.22,2024-04-21
585,Hunt Town,HUNT,57002162.88,0.4509,4509.0,5782081.31,-0.89,-0.39,-2.95,2024-04-21
586,PlatON,LAT,56622663.4,0.01059,1059.0,5090897.67,-0.06,-2.47,-12.98,2024-04-21
587,DIA,DIA,56830366.84,0.5138,5138.0,7980165.27,-0.34,-4.44,6.22,2024-04-21
588,Persistence One,XPRT,56469067.24,0.2997,2997.0,407360.12,-0.52,-3.26,10.01,2024-04-21
589,Lyra,LYRA,56528186.75,0.09731,9731.0,45787.18,-0.08,-4.7,-3.29,2024-04-21
590,The Root Network,ROOT,56339164.6,0.05423,5423.0,6081310.08,-0.16,-2.73,-8.61,2024-04-21
591,Measurable Data Token,MDT,55978095.6,0.08279,8279.0,4773690.44,-0.41,-1.11,12.82,2024-04-21
592,SingularityDAO,SDAO,55924219.57,0.676,676.0,849524.15,0.52,-7.06,-1.44,2024-04-21
593,Cornucopias,COPI,55794179.5,0.06574,6574.0,465794.21,-0.14,0.6,-0.06,2024-04-21
594,trac (Ordinals),TRAC,55834971.41,2.6588,26588.0,814748.28,3.15,3.77,-16.13,2024-04-21
595,RichQUACK.com,QUACK,55574678.27,,,1214736.01,-5.25,14.21,7.6,2024-04-21
596,Tenset,10SET,55504403.89,1.4107,14107.0,1704549.8,-0.07,0.78,20.74,2024-04-21
597,Alitas,ALT,55159904.0,0.4597,4597.0,7871.54,-0.03,0.43,-5.06,2024-04-21
598,Onyxcoin,XCN,54363291.2,0.001948,1948.0,3847300.44,-0.14,-1.81,1.04,2024-04-21
599,ThunderCore,TT,54556051.82,0.005112,5112.0,19047374.53,0.14,-0.8,0.89,2024-04-21
600,Propchain,PROPC,53950224.02,3.1579,31579.0,1197256.32,0.05,-6.98,-17.65,2024-04-21
601,Strike,STRK,53822372.37,11.2,1120.0,1937533.76,-0.36,-0.82,1.41,2024-04-21
602,Meter Governance,MTRG,53795545.69,1.4983,14983.0,287744.05,-0.66,-0.47,-7.1,2024-04-21
603,Linear Finance,LINA,53514777.82,0.008768,8768.0,6843388.1,-0.32,-2.08,12.05,2024-04-21
604,Artrade,ATR,53691156.12,0.03551,3551.0,1544816.66,0.33,0.87,-24.48,2024-04-21
605,Steem Dollars,SBD,53319447.55,4.0438,40438.0,5532426.29,-0.87,-2.14,-0.94,2024-04-21
606,Orion,ORN,52942715.77,1.5505,15505.0,6677556.45,-0.21,-3.49,-6.51,2024-04-21
607,Taraxa,TARA,53129533.72,0.01359,1359.0,483490.04,0.31,-5.49,50.51,2024-04-21
608,COMBO,COMBO,51898106.45,0.7304,7304.0,3422939.04,-0.38,-2.34,4.04,2024-04-21
609,Sologenic,SOLO,51608463.3,0.129,129.0,3005507.26,0.51,0.5,3.57,2024-04-21
610,Reef,REEF,51347971.9,0.00225,225.0,14310670.13,-0.42,-0.79,5.13,2024-04-21
611,IDEX,IDEX,51251783.86,0.06347,6347.0,2367733.77,-0.41,-2.58,3.37,2024-04-21
612,IRISnet,IRIS,51162564.3,0.03175,3175.0,1374152.13,-0.21,-1.45,5.98,2024-04-21
613,FirmaChain,FCT,52091394.14,0.06179,6179.0,11209855.68,-0.56,1.13,-0.86,2024-04-21
614,Zero1 Labs,DEAI,51198178.05,0.5613,5613.0,2821368.94,-0.09,14.02,-20.36,2024-04-21
615,PlayDapp,PDA,51337875.5,0.0902,902.0,10558441.2,0.3,-4.29,-0.4,2024-04-21
616,Clore.ai,CLORE,50977789.06,0.2043,2043.0,2320375.49,0.03,-5.53,-8.44,2024-04-21
617,Neom,NEOM,51011994.0,23.84,2384.0,,0.0,0.0,-0.2,2024-04-21
618,Decimal,DEL,51168377.47,0.006144,6144.0,77015.69,0.38,-0.26,-7.98,2024-04-21
619,Assemble Protocol,ASM,50319042.74,0.03423,3423.0,1120566.81,0.01,-3.21,6.34,2024-04-21
620,Opulous,OPUL,50473605.21,0.1779,1779.0,1166668.92,0.11,-7.14,-7.27,2024-04-21
621,Kin,KIN,50412935.76,1.717e-05,1717.0,230838.39,-0.5,-0.69,-2.19,2024-04-21
622,Dynex,DNX,50708436.05,0.5752,5752.0,1346562.3,-0.77,-2.18,-2.15,2024-04-21
623,Green Satoshi Token (SOL),GST,50340481.91,0.03821,3821.0,2744342.52,-0.94,1.27,7.61,2024-04-21
624,Mdex,MDX,50318179.92,0.05295,5295.0,25417671.7,4.98,15.39,40.97,2024-04-21
625,CEEK VR,CEEK,49362847.52,0.06127,6127.0,2525963.79,-0.02,-2.5,7.84,2024-04-21
626,smARTOFGIVING,AOG,49524066.29,0.6712,6712.0,,0.01,-0.01,-0.09,2024-04-21
627,Groestlcoin,GRS,49398327.94,0.5818,5818.0,2088422.15,-0.04,-0.5,2.79,2024-04-21
628,xMoney,UTK,48549199.86,0.0971,971.0,4702934.96,-0.74,-5.72,4.76,2024-04-21
629,Dego Finance,DEGO,48481308.2,2.3089,23089.0,2881582.1,-0.28,-3.78,2.72,2024-04-21
630,Bitcoin Dominica,BTCD,48451707.12,46.98,4698.0,,0.0,0.0,-0.15,2024-04-21
631,Whiteheart,WHITE,48075169.38,5409.0,540900.0,54.09,0.0,2.02,2.89,2024-04-21
632,Morpheus.Network,MNW,47891190.47,1.0151,10151.0,138328.85,-0.31,-4.14,-4.68,2024-04-21
633,Solchat,CHAT,47720069.92,5.9328,59328.0,3434051.53,-0.59,-13.78,-14.96,2024-04-21
634,Dero,DERO,47749070.55,3.3361,33361.0,9990.74,-0.15,-2.37,-14.91,2024-04-21
635,Doge Killer,LEASH,47571591.93,447.29,44729.0,2985324.58,-0.27,-4.5,3.24,2024-04-21
636,Reserve,RSV,47567988.46,1.6488,16488.0,,-0.09,-0.07,-0.19,2024-04-21
637,ELYSIA,EL,46973165.98,0.01171,1171.0,6741423.56,2.89,4.48,7.36,2024-04-21
638,PAID Network,PAID,47497728.75,0.1644,1644.0,153462.92,0.04,2.9,-12.7,2024-04-21
639,Sentinel Protocol,UPP,48373610.51,0.09717,9717.0,57003734.93,1.11,6.08,8.63,2024-04-21
640,5ire,5IRE,47189844.29,0.1066,1066.0,847765.53,0.01,-2.94,-24.08,2024-04-21
641,Concordium,CCD,47172490.92,0.005055,5055.0,1380767.56,0.21,-0.84,-0.04,2024-04-21
642,League of Kingdoms Arena,LOKA,46541281.86,0.2782,2782.0,4889885.53,-0.6,-2.42,-1.21,2024-04-21
643,sUSD,SUSD,46679972.7,0.9935,9935.0,2844204.79,0.1,-0.35,-0.42,2024-04-21
644,Shrapnel,SHRAP,46591175.2,0.1934,1934.0,1375952.26,-0.13,-4.75,-9.9,2024-04-21
645,cheqd,CHEQ,46516763.41,0.0724,724.0,273930.35,-0.14,-1.6,6.93,2024-04-21
646,Kwenta,KWENTA,46505743.95,107.7,10770.0,154414.67,0.34,-3.16,-0.16,2024-04-21
647,Vara Network,VARA,46203892.84,0.111,111.0,661156.78,0.28,0.22,7.8,2024-04-21
648,Voxies,VOXEL,45918184.81,0.2626,2626.0,4022187.0,0.41,0.45,5.03,2024-04-21
649,PLANET,PLANET,45149810.89,5.303e-05,5303.0,3863622.9,-0.28,-9.49,-3.03,2024-04-21
650,DEAPcoin,DEP,45258546.54,0.001968,1968.0,1195846.65,1.62,-0.67,10.55,2024-04-21
651,Circuits of Value,COVAL,44559842.18,0.02497,2497.0,578752.3,-0.67,-3.68,1.53,2024-04-21
652,Statter Network,STT,44903644.34,0.8919,8919.0,9968060.23,0.14,0.63,-14.97,2024-04-21
653,Coreum,COREUM,44684308.58,0.1161,1161.0,1669080.64,0.84,-1.14,-3.82,2024-04-21
654,AIT Protocol,AIT,44695829.75,0.3985,3985.0,1876288.17,-0.45,11.88,-3.62,2024-04-21
655,Vega Protocol,VEGA,44275872.53,0.7261,7261.0,139255.07,-0.22,-3.82,0.23,2024-04-21
656,Vertex Protocol,VRTX,44219484.42,0.2001,2001.0,3194671.22,0.09,5.08,-4.68,2024-04-21
657,Moss Coin,MOC,44411661.66,0.1077,1077.0,1749725.05,-0.87,0.77,3.13,2024-04-21
658,Kishu Inu,KISHU,44062763.36,,,894872.54,-0.43,-2.12,9.42,2024-04-21
659,Cere Network,CERE,43959264.8,0.006334,6334.0,796082.63,0.07,1.52,3.94,2024-04-21
660,Botto,BOTTO,43617566.56,0.9538,9538.0,157921.73,-1.09,0.79,9.19,2024-04-21
661,EURC,EURC,43645751.69,1.0521,10521.0,1674196.52,0.36,-0.55,-0.2,2024-04-21
662,Smart Layer Network,SLN,43508174.57,2.6569,26569.0,3323268.09,-1.28,10.51,11.23,2024-04-21
663,ViciCoin,VCNT,43414424.92,19.05,1905.0,578521.77,0.07,-0.93,8.29,2024-04-21
664,Litentry,LIT,43126329.01,1.0885,10885.0,4967887.34,-0.14,-2.77,3.28,2024-04-21
665,Cratos,CRTS,42952968.51,0.0008713,8713.0,2949483.92,-0.73,0.17,-0.9,2024-04-21
666,Bonfida,FIDA,43081381.15,0.3466,3466.0,4571066.24,0.29,-0.89,6.78,2024-04-21
667,RAMP,RAMP,42829872.05,0.08963,8963.0,66.13,0.02,-5.51,-3.56,2024-04-21
668,HOPR,HOPR,42716476.16,0.1252,1252.0,553499.69,0.56,-0.32,0.86,2024-04-21
669,Metacraft,MCT,42702252.51,0.8109,8109.0,7052.61,-0.71,8.11,15.68,2024-04-21
670,XCAD Network,XCAD,42698374.74,0.8946,8946.0,5460002.49,-0.12,-0.64,10.62,2024-04-21
671,Vectorspace AI,VXV,42361445.25,0.8486,8486.0,100332.35,0.27,-2.09,3.83,2024-04-21
672,Alpha Quark Token,AQT,40701575.61,1.5184,15184.0,1700490.48,0.04,1.01,4.03,2024-04-21
673,Only1,LIKE,41713170.07,0.1526,1526.0,2498642.6,-0.3,1.03,4.07,2024-04-21
674,Router Protocol,ROUTE,41736221.43,2.7572,27572.0,1097423.96,-0.61,-3.7,3.86,2024-04-21
675,Isiklar Coin,ISIKC,42070792.71,0.4207,4207.0,86199.09,1.24,2.7,-1.73,2024-04-21
676,ArchLoot,ALT,41042815.11,0.2581,2581.0,3625374.61,-0.72,-0.38,-9.15,2024-04-21
677,Zano,ZANO,41187765.81,3.3809,33809.0,68206.93,0.02,7.25,16.05,2024-04-21
678,Quickswap [New],QUICK,41205253.36,0.05895,5895.0,3755931.95,-0.72,-5.36,-0.16,2024-04-21
679,Velas,VLX,40832921.37,0.01582,1582.0,987635.48,-0.09,-1.24,20.06,2024-04-21
680,Hacken Token,HAI,40644005.28,0.06299,6299.0,255502.45,-0.23,-2.29,-1.05,2024-04-21
681,iMe Lab,LIME,40495785.18,0.08579,8579.0,3444413.01,-0.37,-3.58,3.93,2024-04-21
682,SelfKey,KEY,39889096.63,0.007519,7519.0,3838535.7,-0.34,-1.23,9.14,2024-04-21
683,Openfabric AI,OFN,40040989.69,0.6528,6528.0,2316938.52,-0.71,5.24,75.47,2024-04-21
684,ALTAVA,TAVA,39852429.15,0.07832,7832.0,8200197.04,1.58,10.97,13.14,2024-04-21
685,e-Radix,EXRD,39835003.66,0.05421,5421.0,410615.15,0.01,-2.36,-8.03,2024-04-21
686,BADMAD ROBOTS,METAL,39863070.5,0.05542,5542.0,571819.12,0.4,23.1,33.86,2024-04-21
687,Celsius,CEL,39346458.49,0.1647,1647.0,1439572.76,-0.51,-2.03,14.23,2024-04-21
688,Turbo,TURBO,39151062.83,0.0006149,6149.0,7733397.28,-0.38,-5.43,5.57,2024-04-21
689,Moonchain,MXC,39083188.48,0.01479,1479.0,400352074.8,-1.12,7.98,7.26,2024-04-21
690,ZTX,ZTX,38719239.49,0.01347,1347.0,1221046.09,-0.15,-0.32,-15.98,2024-04-21
691,XSGD,XSGD,38695242.92,0.735,735.0,322230.2,0.05,0.29,0.71,2024-04-21
692,KYVE Network,KYVE,38402260.25,0.06996,6996.0,18803.39,0.04,-0.1,-14.32,2024-04-21
693,Gelato,GEL,38294413.76,0.3483,3483.0,235225.48,-0.08,-1.54,-3.86,2024-04-21
694,PARSIQ,PRQ,38350781.18,0.1474,1474.0,1756984.77,1.1,-0.92,2.36,2024-04-21
695,Stratos,STOS,38132762.93,0.9828,9828.0,253844.01,-0.2,-1.22,-6.24,2024-04-21
696,Tether EURt,EURt,37932529.51,1.0425,10425.0,2070915.19,-0.21,-0.77,-0.92,2024-04-21
697,APX,APX,37882667.36,0.08457,8457.0,1356931.23,0.1,2.06,-15.5,2024-04-21
698,Celo Dollar,CUSD,37785808.75,0.9995,9995.0,4408521.96,0.02,0.04,-0.14,2024-04-21
699,pSTAKE Finance,PSTAKE,37689889.0,0.08573,8573.0,1503575.53,0.17,-7.92,-5.73,2024-04-21
700,PolySwarm,NCT,37162204.98,0.02403,2403.0,853533.67,-2.15,-3.36,1.26,2024-04-21
701,Altura,ALU,37051452.02,0.05148,5148.0,10817157.39,-0.13,4.94,-1.48,2024-04-21
702,MUX Protocol,MCB,36919106.36,9.6608,96608.0,117664.61,-0.05,1.47,9.99,2024-04-21
703,Farcana,FAR,36917969.34,0.1108,1108.0,67430938.64,0.3,0.57,1.77,2024-04-21
704,AVINOC,AVINOC,36609144.45,0.09405,9405.0,58290.91,-0.03,0.89,-4.56,2024-04-21
705,Biswap,BSW,36313407.56,0.08431,8431.0,3541959.12,0.19,-0.7,-1.2,2024-04-21
706,Stronghold Token,SHX,36754005.0,0.006344,6344.0,316938.52,1.69,3.62,7.25,2024-04-21
707,Cetus Protocol,CETUS,36096601.33,0.1289,1289.0,8336870.12,-0.27,-2.24,7.38,2024-04-21
708,StaFi,FIS,35810289.38,0.5924,5924.0,5539928.94,-1.25,-6.8,0.02,2024-04-21
709,Keep3rV1,KP3R,35892725.38,84.42,8442.0,5463063.32,-2.08,-4.86,1.58,2024-04-21
710,Aura Finance,AURA,35888122.87,0.6947,6947.0,44084.26,0.08,1.06,16.75,2024-04-21
711,AhaToken,AHT,35885558.53,0.007971,7971.0,3195565.8,-0.57,1.0,-0.4,2024-04-21
712,Akropolis,AKRO,36414157.65,0.008208,8208.0,58420117.06,0.75,9.65,23.19,2024-04-21
713,Lumerin,LMR,35671510.46,0.0588,588.0,92976.88,-0.02,1.83,-11.67,2024-04-21
714,Paris Saint-Germain Fan Token,PSG,35462783.48,4.652,46520.0,3862842.09,-0.34,-1.58,13.01,2024-04-21
715,RabbitX,RBX,35552492.64,0.09751,9751.0,147834.54,0.0,11.93,42.05,2024-04-21
716,Scallop,SCLP,35437090.74,0.5487,5487.0,1338452.67,-1.1,0.07,14.91,2024-04-21
717,Graphlinq Chain,GLQ,35528747.94,0.1045,1045.0,931742.82,0.57,-4.94,5.79,2024-04-21
718,AVA,AVA,35431983.75,0.6882,6882.0,1698953.62,-0.69,-1.42,2.49,2024-04-21
719,Solend,SLND,35397145.87,0.9233,9233.0,80760.87,-0.29,-1.07,-7.17,2024-04-21
720,SLG.GAMES,SLG,35069755.07,0.06952,6952.0,2261166.18,-0.08,-2.8,-6.41,2024-04-21
721,Locus Chain,LOCUS,34741770.31,0.01669,1669.0,278260.36,-1.01,6.61,70.89,2024-04-21
722,Decubate,DCB,34803271.02,0.1023,1023.0,1368894.2,0.3,4.02,-4.72,2024-04-21
723,Unifi Protocol DAO,UNFI,34603180.07,4.0101,40101.0,5971519.05,-0.11,-1.53,16.85,2024-04-21
724,Shapeshift FOX Token,FOX,34626880.05,0.09181,9181.0,1500548.02,-0.41,0.59,-4.89,2024-04-21
725,Santos FC Fan Token,SANTOS,34329423.08,6.1899,61899.0,8118743.01,0.07,-0.78,15.8,2024-04-21
726,ASD,ASD,34908031.67,0.05284,5284.0,2479318.75,0.36,-6.49,-12.85,2024-04-21
727,OctaSpace,OCTA,34183227.73,1.2325,12325.0,237097.76,-0.12,-4.15,-8.59,2024-04-21
728,Nuco.cloud,NCDT,34080362.38,1.064,10640.0,301878.77,-0.03,-7.98,1.7,2024-04-21
729,UniLend,UFT,33589965.77,0.4293,4293.0,3378913.65,0.1,-4.69,4.14,2024-04-21
730,Open Custody Protocol,OPEN,33389458.91,0.04747,4747.0,528715.89,0.0,0.0,-0.78,2024-04-21
731,RocketX exchange,RVF,33310285.72,0.3555,3555.0,138980.78,0.02,4.44,-0.16,2024-04-21
732,Tranchess,CHESS,33320165.98,0.2117,2117.0,4803527.03,-0.36,-6.14,4.3,2024-04-21
733,QORPO WORLD,QORPO,33075653.89,0.7499,7499.0,1354519.82,0.27,4.21,9.67,2024-04-21
734,Synesis One,SNS,32487325.33,0.0712,712.0,2764722.63,0.42,-0.63,12.25,2024-04-21
735,NFT Worlds,WRLD,32716158.5,0.04594,4594.0,33416.79,0.02,0.01,-8.71,2024-04-21
736,PIVX,PIVX,32572229.17,0.3974,3974.0,1924954.62,-0.39,-2.9,7.58,2024-04-21
737,FC Barcelona Fan Token,BAR,32627189.8,3.0503,30503.0,2352333.59,-0.11,-1.67,-4.41,2024-04-21
738,Katana Inu,KATA,32514416.86,0.00151,151.0,875986.4,-0.13,5.09,-0.19,2024-04-21
739,ONBUFF,ONIT,32568590.04,0.04229,4229.0,1795090.78,2.58,-0.82,20.73,2024-04-21
740,QuickSwap [Old],QUICK,32487509.5,63.21,6321.0,19722.25,0.18,-3.11,-0.69,2024-04-21
741,Beefy,BIFI,31805625.07,397.57,39757.0,3360748.95,0.74,-3.39,8.9,2024-04-21
742,Ampleforth,AMPL,32254844.67,1.1408,11408.0,3026845.97,0.26,-4.13,16.42,2024-04-21
743,Suku,SUKU,32137807.93,0.1801,1801.0,2700156.6,-3.04,-6.24,4.73,2024-04-21
744,Across Protocol,ACX,32342072.75,0.2343,2343.0,825801.15,0.01,6.0,-2.23,2024-04-21
745,ZKFair,ZKF,31968470.7,0.003197,3197.0,6638003.43,-0.12,-4.46,-4.95,2024-04-21
746,Student Coin,STC,32065266.7,0.006024,6024.0,2869.83,0.01,0.28,0.07,2024-04-21
747,Crypto Asset Governance Alliance,CAGA,32031303.39,0.0005209,5209.0,2098667.66,-0.03,-0.14,-0.52,2024-04-21
748,AdEx,ADX,31728502.87,0.2203,2203.0,3518277.58,-0.33,-4.03,-1.05,2024-04-21
749,Mango,MNGO,31701566.48,0.0317,317.0,335284.19,0.49,16.65,33.14,2024-04-21
750,DeRace,DERC,31756982.73,0.2646,2646.0,549780.74,0.95,4.97,7.06,2024-04-21
751,Blocksquare Token,BST,31605759.74,0.68,68.0,643847.9,0.12,-0.03,-3.22,2024-04-21
752,Onomy Protocol,NOM,31459994.49,0.3306,3306.0,884324.09,0.38,-8.91,20.33,2024-04-21
753,Creo Engine,CREO,31313488.2,0.1079,1079.0,2294676.26,0.38,0.83,13.28,2024-04-21
754,Kryll,KRL,31428013.92,0.8174,8174.0,3477098.17,-1.6,1.15,14.54,2024-04-21
755,Minswap,MIN,31379444.69,0.02899,2899.0,167101.32,3.28,1.1,7.12,2024-04-21
756,Pitbull,PIT,31276321.71,,,536145.09,-0.4,-1.51,-4.68,2024-04-21
757,OmniFlix Network,FLIX,31083241.74,0.124,124.0,16739.87,-0.31,2.07,4.89,2024-04-21
758,XPR Network,XPR,30846122.69,0.001211,1211.0,743943.95,-0.17,-1.84,-0.75,2024-04-21
759,Nine Chronicles,WNCG,30208166.02,0.08783,8783.0,611552.03,0.03,-0.64,-3.89,2024-04-21
760,GET Protocol,GET,30416904.35,2.6709,26709.0,1143652.7,0.0,-2.82,17.97,2024-04-21
761,Alpaca Finance,ALPACA,29728433.25,0.1989,1989.0,4683793.6,-0.28,-0.81,10.31,2024-04-21
762,Connex,CONX,29870610.41,25.97,2597.0,166174.36,-0.16,-0.03,-1.11,2024-04-21
763,FIO Protocol,FIO,29797222.7,0.03966,3966.0,3661937.27,-0.2,-1.94,8.78,2024-04-21
764,Aurory,AURY,29737912.07,0.5408,5408.0,868554.42,-7.62,-13.58,-18.32,2024-04-21
765,Tectonic,TONIC,29627194.0,1.2e-07,12.0,30574.78,-0.03,-0.54,-3.55,2024-04-21
766,Sperax,SPA,29357842.1,0.01735,1735.0,2278535.23,2.75,5.98,4.43,2024-04-21
767,FONSmartChain,FON,29436162.2,2.3829,23829.0,364598.47,0.22,-0.28,-3.87,2024-04-21
768,CENNZnet,CENNZ,28969896.88,0.02414,2414.0,72353.96,-0.8,-0.31,-5.1,2024-04-21
769,VITE,VITE,29158993.68,0.02675,2675.0,3463544.54,0.14,0.63,6.86,2024-04-21
770,VIDT DAO,VIDT,28872118.66,0.0375,375.0,2221036.83,0.01,-2.01,4.16,2024-04-21
771,Swarm Markets,SMT,29060561.07,0.8868,8868.0,329800.96,1.41,-2.86,-5.58,2024-04-21
772,HELLO Labs,HELLO,28942919.61,0.0459,459.0,1513546.79,0.18,1.01,0.82,2024-04-21
773,Dock,DOCK,28398929.64,0.0324,324.0,1210128.17,0.04,-0.91,8.16,2024-04-21
774,OORT,OORT,28350514.43,0.3955,3955.0,2189314.37,0.29,-2.14,-9.96,2024-04-21
775,Klever,KLV,28606602.74,0.003221,3221.0,821938.08,0.15,3.61,8.44,2024-04-21
776,Bloktopia,BLOK,28246966.13,0.001611,1611.0,830236.98,-0.41,-1.48,2.0,2024-04-21
777,Sentinel,DVPN,28476226.86,0.001589,1589.0,284427.26,-0.69,7.1,1.77,2024-04-21
778,Kava Lend,HARD,27711610.4,0.2056,2056.0,1574108.35,-0.37,-1.18,5.49,2024-04-21
779,Hatom,HTM,27681253.17,1.6608,16608.0,167042.69,-0.46,-3.9,11.24,2024-04-21
780,Shiba Predator,QOM,27649983.66,5e-08,5.0,58147.33,-0.64,-0.77,10.17,2024-04-21
781,Orange,ORNJ,27303786.52,0.4454,4454.0,5598105.6,3.41,-4.7,-14.21,2024-04-21
782,BurgerCities,BURGER,27419449.08,0.514,514.0,3995853.25,-0.51,-1.81,-10.39,2024-04-21
783,NuNet,NTX,27449613.62,0.05445,5445.0,98749.36,0.18,-0.21,-3.8,2024-04-21
784,AirDAO,AMB,27110682.11,0.008892,8892.0,3540572.76,-0.39,-2.46,1.77,2024-04-21
785,PointPay,PXP,27358801.67,0.09044,9044.0,,-0.32,-4.75,-8.23,2024-04-21
786,Wing Finance,WING,27107904.58,6.4387,64387.0,2275943.72,-0.52,-2.78,2.74,2024-04-21
787,Abelian,ABEL,27129871.64,0.3855,3855.0,138056.48,1.41,0.73,-17.28,2024-04-21
788,Swarm,BZZ,27127238.64,0.5157,5157.0,1655824.2,-2.22,16.6,8.35,2024-04-21
789,Nodle,NODL,26998024.76,0.007494,7494.0,97620.14,0.1,-3.6,-6.67,2024-04-21
790,CoinEx Token,CET,26943695.58,0.03802,3802.0,66632.9,0.08,0.09,3.81,2024-04-21
791,Inverse Finance,INV,26671069.22,50.78,5078.0,155988.92,1.02,-2.85,4.5,2024-04-21
792,Cellframe,CELL,26688556.73,0.9332,9332.0,266578.24,-0.46,4.92,3.43,2024-04-21
793,WiFi Map,WIFI,25960851.05,0.08677,8677.0,762651.14,-3.49,-4.72,-7.32,2024-04-21
